,SoBD,Toan,Van,Anh,Ly,Hoa,Sinh,Su,Dia,GDCD,Unnamed: 10,KhoiA,KhoiB,KhoiC,KhoiD,KhoiA1,Ma Tinh,Ten Tinh,Vung mien
635358,635359,6.4,4.5,3.0,4.75,3.5,3.0,3.25,1.5,6.25,,14.65,12.9,9.25,13.9,14.15,31, Quang Binh,Mien Trung - TN
635369,635370,6.6,6.0,6.0,5.25,7.0,6.5,6.0,8.0,9.5,,18.85,20.1,20.0,18.6,17.85,31, Quang Binh,Mien Trung - TN
635376,635377,2.8,4.25,1.6,3.0,1.75,2.5,2.5,3.75,5.0,,7.55,7.05,10.5,8.65,7.4,31, Quang Binh,Mien Trung - TN
635377,635378,4.2,4.25,2.0,3.25,3.25,5.5,3.75,5.25,7.5,,10.7,12.95,13.25,10.45,9.45,31, Quang Binh,Mien Trung - TN
635378,635379,1.4,4.25,2.6,2.5,2.25,3.0,2.25,3.75,6.25,,6.15,6.65,10.25,8.25,6.5,31, Quang Binh,Mien Trung - TN
635379,635380,4.8,4.25,3.4,4.25,2.5,4.25,4.75,5.5,7.75,,11.55,11.55,14.5,12.45,12.45,31, Quang Binh,Mien Trung - TN
635380,635381,4.0,6.0,5.2,3.0,3.75,4.0,3.0,6.0,7.75,,10.75,11.75,15.0,15.2,12.2,31, Quang Binh,Mien Trung - TN
635381,635382,1.6,3.5,2.4,4.25,2.75,3.5,3.0,4.75,6.25,,8.6,7.85,11.25,7.5,8.25,31, Quang Binh,Mien Trung - TN
635382,635383,2.4,4.25,2.0,3.0,4.0,5.0,3.0,5.5,6.0,,9.4,11.4,12.75,8.65,7.4,31, Quang Binh,Mien Trung - TN
635383,635384,1.8,5.0,2.0,3.0,3.0,4.0,3.0,3.25,3.5,,7.8,8.8,11.25,8.8,6.8,31, Quang Binh,Mien Trung - TN
635384,635385,4.4,5.0,3.6,2.75,3.0,3.75,3.75,5.75,6.75,,10.15,11.15,14.5,13,10.75,31, Quang Binh,Mien Trung - TN
635409,635410,4.0,4.5,2.2,3.25,3.25,4.25,1.25,3.75,7.0,,10.5,11.5,9.5,10.7,9.45,31, Quang Binh,Mien Trung - TN
635410,635411,3.0,4.5,1.8,4.0,2.5,4.0,2.75,4.5,6.0,,9.5,9.5,11.75,9.3,8.8,31, Quang Binh,Mien Trung - TN
635413,635414,5.2,7.25,3.0,3.75,3.75,5.0,4.0,5.25,8.5,,12.7,13.95,16.5,15.45,11.95,31, Quang Binh,Mien Trung - TN
635432,635433,2.4,4.0,3.2,2.5,3.25,3.25,2.5,2.75,5.5,,8.15,8.9,9.25,9.6,8.1,31, Quang Binh,Mien Trung - TN
635438,635439,5.8,5.5,4.4,4.0,4.5,4.5,4.0,7.0,7.0,,14.3,14.8,16.5,15.7,14.2,31, Quang Binh,Mien Trung - TN
635446,635447,2.8,3.25,3.4,2.25,2.5,3.5,3.5,4.25,6.5,,7.55,8.8,11.0,9.45,8.45,31, Quang Binh,Mien Trung - TN
635448,635449,3.4,3.5,2.4,3.0,3.0,3.25,3.25,5.5,7.25,,9.4,9.65,12.25,9.3,8.8,31, Quang Binh,Mien Trung - TN
635472,635473,2.8,1.5,3.0,2.25,4.75,3.25,2.5,3.25,5.25,,9.8,10.8,7.25,7.3,8.05,31, Quang Binh,Mien Trung - TN
635475,635476,5.2,7.5,2.0,2.25,3.75,4.0,3.75,5.0,7.75,,11.2,12.95,16.25,14.7,9.45,31, Quang Binh,Mien Trung - TN
635476,635477,2.4,5.25,3.6,2.5,2.5,3.75,2.0,2.5,5.5,,7.4,8.65,9.75,11.25,8.5,31, Quang Binh,Mien Trung - TN
635481,635482,2.6,3.75,3.4,1.75,1.0,4.75,2.25,5.25,6.25,,5.35,8.35,11.25,9.75,7.75,31, Quang Binh,Mien Trung - TN
635482,635483,2.6,5.75,2.0,2.5,1.75,4.5,2.5,4.25,4.0,,6.85,8.85,12.5,10.35,7.1,31, Quang Binh,Mien Trung - TN
635483,635484,7.0,7.25,3.8,5.25,6.5,3.25,3.25,5.0,8.5,,18.75,16.75,15.5,18.05,16.05,31, Quang Binh,Mien Trung - TN
635485,635486,5.0,5.0,4.0,3.0,2.0,2.25,3.5,2.5,5.5,,10.0,9.25,11.0,14,12.0,31, Quang Binh,Mien Trung - TN
635486,635487,2.6,5.75,3.8,3.5,1.75,3.75,3.75,6.5,8.5,,7.85,8.1,16.0,12.15,9.9,31, Quang Binh,Mien Trung - TN
635510,635511,3.0,3.0,1.8,3.5,2.75,3.25,2.5,4.25,7.25,,9.25,9.0,9.75,7.8,8.3,31, Quang Binh,Mien Trung - TN
635513,635514,2.6,3.75,4.2,3.75,2.5,3.0,2.75,3.75,7.0,,8.85,8.1,10.25,10.55,10.55,31, Quang Binh,Mien Trung - TN
635519,635520,2.8,5.0,4.4,1.5,2.5,2.25,2.5,4.0,6.0,,6.8,7.55,11.5,12.2,8.7,31, Quang Binh,Mien Trung - TN
635520,635521,3.8,3.5,3.2,1.5,2.5,3.25,2.5,3.25,7.0,,7.8,9.55,9.25,10.5,8.5,31, Quang Binh,Mien Trung - TN
635521,635522,3.0,5.0,2.8,2.75,3.5,3.75,2.0,4.75,5.0,,9.25,10.25,11.75,10.8,8.55,31, Quang Binh,Mien Trung - TN
635522,635523,2.8,3.75,3.4,2.5,2.25,3.0,4.25,6.25,6.0,,7.55,8.05,14.25,9.95,8.7,31, Quang Binh,Mien Trung - TN
635523,635524,6.4,6.5,3.0,4.75,4.75,3.75,3.75,5.5,7.75,,15.9,14.9,15.75,15.9,14.15,31, Quang Binh,Mien Trung - TN
635524,635525,2.2,6.0,2.8,2.25,3.5,3.5,2.5,5.75,7.0,,7.95,9.2,14.25,11,7.25,31, Quang Binh,Mien Trung - TN
635543,635544,5.4,5.25,2.8,4.5,3.5,2.25,4.0,5.25,7.5,,13.4,11.15,14.5,13.45,12.7,31, Quang Binh,Mien Trung - TN
635544,635545,4.4,3.75,4.2,3.5,3.5,2.75,3.5,4.0,4.5,,11.4,10.65,11.25,12.35,12.1,31, Quang Binh,Mien Trung - TN
635567,635568,5.0,6.0,3.4,2.25,4.25,3.75,4.0,5.75,6.75,,11.5,13.0,15.75,14.4,10.65,31, Quang Binh,Mien Trung - TN
635569,635570,3.0,6.5,2.8,3.5,2.0,4.0,2.5,5.25,6.0,,8.5,9.0,14.25,12.3,9.3,31, Quang Binh,Mien Trung - TN
635572,635573,2.4,4.0,3.0,2.5,2.75,3.75,2.75,4.0,4.75,,7.65,8.9,10.75,9.4,7.9,31, Quang Binh,Mien Trung - TN
635574,635575,3.0,5.75,3.2,3.75,3.25,3.5,3.5,4.75,6.25,,10.0,9.75,14.0,11.95,9.95,31, Quang Binh,Mien Trung - TN
635580,635581,6.8,7.75,4.8,4.5,3.75,3.75,8.0,7.25,8.5,,15.05,14.3,23.0,19.35,16.1,31, Quang Binh,Mien Trung - TN
635596,635597,4.4,5.25,3.0,2.25,3.0,4.25,3.0,5.0,7.0,,9.65,11.65,13.25,12.65,9.65,31, Quang Binh,Mien Trung - TN
635601,635602,5.2,5.25,4.0,4.0,4.25,2.0,6.25,4.25,6.5,,13.45,11.45,15.75,14.45,13.2,31, Quang Binh,Mien Trung - TN
635603,635604,4.6,5.0,3.6,2.75,2.0,3.0,2.5,5.25,7.0,,9.35,9.6,12.75,13.2,10.95,31, Quang Binh,Mien Trung - TN
635604,635605,5.8,5.5,4.2,3.0,3.75,2.75,3.75,5.75,6.5,,12.55,12.3,15.0,15.5,13.0,31, Quang Binh,Mien Trung - TN
635606,635607,5.0,5.75,4.6,5.0,4.25,3.75,2.5,1.75,5.75,,14.25,13.0,10.0,15.35,14.6,31, Quang Binh,Mien Trung - TN
635607,635608,2.8,5.0,2.6,1.5,3.0,3.0,2.25,4.25,4.75,,7.3,8.8,11.5,10.4,6.9,31, Quang Binh,Mien Trung - TN
635610,635611,2.8,5.25,3.2,3.0,3.5,3.25,4.25,3.75,6.5,,9.3,9.55,13.25,11.25,9.0,31, Quang Binh,Mien Trung - TN
635614,635615,5.2,5.75,4.8,2.75,3.0,4.25,2.75,4.25,7.0,,10.95,12.45,12.75,15.75,12.75,31, Quang Binh,Mien Trung - TN
635618,635619,3.0,5.0,2.6,4.0,3.5,3.0,3.0,2.75,5.0,,10.5,9.5,10.75,10.6,9.6,31, Quang Binh,Mien Trung - TN
635619,635620,3.0,6.25,3.0,2.0,1.5,3.25,4.25,5.25,6.75,,6.5,7.75,15.75,12.25,8.0,31, Quang Binh,Mien Trung - TN
635621,635622,3.4,4.75,2.8,1.75,2.0,3.25,1.5,4.0,4.0,,7.15,8.65,10.25,10.95,7.95,31, Quang Binh,Mien Trung - TN
635622,635623,3.0,4.0,2.6,3.75,3.25,3.0,3.5,6.25,5.5,,10.0,9.25,13.75,9.6,9.35,31, Quang Binh,Mien Trung - TN
635623,635624,3.8,6.0,3.4,1.5,3.5,3.5,3.75,4.5,6.75,,8.8,10.8,14.25,13.2,8.7,31, Quang Binh,Mien Trung - TN
635624,635625,2.8,5.0,2.2,3.75,3.25,3.75,3.25,5.0,7.0,,9.8,9.8,13.25,10,8.75,31, Quang Binh,Mien Trung - TN
635626,635627,3.0,4.75,2.6,3.0,2.0,5.0,2.75,6.0,6.25,,8.0,10.0,13.5,10.35,8.6,31, Quang Binh,Mien Trung - TN
635627,635628,3.8,5.0,3.0,4.0,2.5,3.25,3.25,5.0,6.5,,10.3,9.55,13.25,11.8,10.8,31, Quang Binh,Mien Trung - TN
635633,635634,6.2,6.0,2.8,4.75,4.5,4.0,5.25,7.0,8.25,,15.45,14.7,18.25,15,13.75,31, Quang Binh,Mien Trung - TN
635638,635639,2.0,4.25,2.6,3.5,2.25,2.25,4.25,5.25,6.5,,7.75,6.5,13.75,8.85,8.1,31, Quang Binh,Mien Trung - TN
635671,635672,6.2,6.25,1.2,4.75,5.25,4.75,4.0,8.0,8.0,,16.2,16.2,18.25,13.65,12.15,31, Quang Binh,Mien Trung - TN
635682,635683,4.8,5.75,3.8,3.0,2.25,3.0,3.0,5.0,7.25,,10.05,10.05,13.75,14.35,11.6,31, Quang Binh,Mien Trung - TN
635685,635686,5.6,6.5,2.8,4.25,4.0,2.5,4.0,5.5,6.75,,13.85,12.1,16.0,14.9,12.65,31, Quang Binh,Mien Trung - TN
635687,635688,4.8,6.25,3.4,1.75,3.5,2.75,3.5,4.0,6.75,,10.05,11.05,13.75,14.45,9.95,31, Quang Binh,Mien Trung - TN
635693,635694,3.0,4.25,3.2,3.25,3.0,1.5,3.0,5.0,5.5,,9.25,7.5,12.25,10.45,9.45,31, Quang Binh,Mien Trung - TN
635698,635699,4.8,3.5,3.8,3.25,2.75,1.5,3.0,4.0,6.75,,10.8,9.05,10.5,12.1,11.85,31, Quang Binh,Mien Trung - TN
635709,635710,5.4,5.75,2.0,4.5,4.25,3.0,2.75,4.75,6.5,,14.15,12.65,13.25,13.15,11.9,31, Quang Binh,Mien Trung - TN
635711,635712,4.2,5.0,2.2,3.0,3.5,4.25,3.25,7.0,7.25,,10.7,11.95,15.25,11.4,9.4,31, Quang Binh,Mien Trung - TN
635728,635729,5.0,4.25,5.6,3.5,2.0,1.75,3.0,5.75,5.25,,10.5,8.75,13.0,14.85,14.1,31, Quang Binh,Mien Trung - TN
635758,635759,2.6,4.75,3.4,3.25,2.0,4.0,4.5,4.5,7.75,,7.85,8.6,13.75,10.75,9.25,31, Quang Binh,Mien Trung - TN
635767,635768,4.8,4.5,2.8,2.5,2.75,2.25,3.25,5.0,7.0,,10.05,9.8,12.75,12.1,10.1,31, Quang Binh,Mien Trung - TN
635768,635769,6.6,6.25,4.0,6.25,3.5,3.75,4.0,6.0,8.25,,16.35,13.85,16.25,16.85,16.85,31, Quang Binh,Mien Trung - TN
635779,635780,4.8,4.75,2.8,3.25,2.5,5.0,3.0,7.0,8.25,,10.55,12.3,14.75,12.35,10.85,31, Quang Binh,Mien Trung - TN
635780,635781,2.4,5.0,2.2,2.5,1.75,3.25,3.5,3.25,6.75,,6.65,7.4,11.75,9.6,7.1,31, Quang Binh,Mien Trung - TN
635781,635782,3.8,4.5,3.6,2.75,3.25,2.5,3.0,5.25,7.75,,9.8,9.55,12.75,11.9,10.15,31, Quang Binh,Mien Trung - TN
635791,635792,5.4,6.5,6.4,3.25,5.5,2.75,3.5,7.75,8.5,,14.15,13.65,17.75,18.3,15.05,31, Quang Binh,Mien Trung - TN
635794,635795,3.4,2.25,2.4,1.75,2.25,4.25,3.0,5.0,6.75,,7.4,9.9,10.25,8.05,7.55,31, Quang Binh,Mien Trung - TN
635837,635838,5.8,5.0,3.2,4.5,3.75,3.75,3.0,5.75,8.25,,14.05,13.3,13.75,14,13.5,31, Quang Binh,Mien Trung - TN
635838,635839,6.2,5.75,2.4,2.75,5.0,4.5,3.25,6.0,7.75,,13.95,15.7,15.0,14.35,11.35,31, Quang Binh,Mien Trung - TN
635847,635848,4.8,6.0,2.4,3.75,5.0,5.5,5.0,6.75,8.5,,13.55,15.3,17.75,13.2,10.95,31, Quang Binh,Mien Trung - TN
635855,635856,5.2,5.5,2.8,3.0,5.0,4.25,6.25,7.75,8.0,,13.2,14.45,19.5,13.5,11.0,31, Quang Binh,Mien Trung - TN
635897,635898,3.0,6.5,3.6,3.0,4.0,3.75,3.75,6.0,9.25,,10.0,10.75,16.25,13.1,9.6,31, Quang Binh,Mien Trung - TN
635904,635905,4.0,5.25,3.2,3.25,1.75,5.0,5.0,6.25,9.5,,9.0,10.75,16.5,12.45,10.45,31, Quang Binh,Mien Trung - TN
635918,635919,3.4,5.75,2.4,2.5,2.25,4.5,4.25,5.25,6.25,,8.15,10.15,15.25,11.55,8.3,31, Quang Binh,Mien Trung - TN
635920,635921,2.4,4.75,3.4,1.75,2.75,3.25,2.0,6.5,6.0,,6.9,8.4,13.25,10.55,7.55,31, Quang Binh,Mien Trung - TN
635928,635929,3.4,3.25,2.6,4.0,3.75,3.75,3.75,5.5,6.75,,11.15,10.9,12.5,9.25,10.0,31, Quang Binh,Mien Trung - TN
635930,635931,3.0,5.75,3.8,2.25,3.5,3.75,2.75,4.5,7.75,,8.75,10.25,13.0,12.55,9.05,31, Quang Binh,Mien Trung - TN
635935,635936,4.4,5.25,4.0,6.0,3.5,4.25,2.75,4.25,6.25,,13.9,12.15,12.25,13.65,14.4,31, Quang Binh,Mien Trung - TN
635963,635964,5.0,6.25,4.2,5.25,3.5,5.5,6.25,8.0,8.75,,13.75,14.0,20.5,15.45,14.45,31, Quang Binh,Mien Trung - TN
636039,636040,5.6,4.5,4.4,5.75,5.5,4.25,3.75,5.25,8.25,,16.85,15.35,13.5,14.5,15.75,31, Quang Binh,Mien Trung - TN
636046,636047,3.6,5.5,2.0,3.25,2.5,3.5,5.25,5.25,7.75,,9.35,9.6,16.0,11.1,8.85,31, Quang Binh,Mien Trung - TN
636049,636050,2.6,3.0,2.0,3.5,3.5,2.5,4.5,2.0,4.75,,9.6,8.6,9.5,7.6,8.1,31, Quang Binh,Mien Trung - TN
636082,636083,4.8,7.5,4.0,4.5,2.75,3.25,4.5,5.75,7.25,,12.05,10.8,17.75,16.3,13.3,31, Quang Binh,Mien Trung - TN
636091,636092,4.6,5.25,3.0,5.0,4.25,5.25,2.75,3.5,5.25,,13.85,14.1,11.5,12.85,12.6,31, Quang Binh,Mien Trung - TN
636113,636114,6.0,6.5,2.6,4.5,5.25,5.25,3.75,6.75,6.5,,15.75,16.5,17.0,15.1,13.1,31, Quang Binh,Mien Trung - TN
636119,636120,7.6,5.25,3.2,7.5,7.25,4.5,4.5,6.5,7.0,,22.35,19.35,16.25,16.05,18.3,31, Quang Binh,Mien Trung - TN
636120,636121,4.6,5.25,4.8,3.5,3.5,4.25,4.0,6.5,6.5,,11.6,12.35,15.75,14.65,12.9,31, Quang Binh,Mien Trung - TN
636125,636126,3.8,3.5,1.4,2.75,3.0,3.5,2.75,5.0,6.75,,9.55,10.3,11.25,8.7,7.95,31, Quang Binh,Mien Trung - TN
636145,636146,4.2,5.0,2.6,2.0,2.25,2.75,4.0,5.75,7.75,,8.45,9.2,14.75,11.8,8.8,31, Quang Binh,Mien Trung - TN
636264,636265,5.0,6.25,5.4,2.25,3.0,3.5,4.0,6.25,8.25,,10.25,11.5,16.5,16.65,12.65,31, Quang Binh,Mien Trung - TN
636290,636291,6.8,6.0,3.2,6.0,5.5,5.25,4.0,7.25,8.0,,18.3,17.55,17.25,16,16.0,31, Quang Binh,Mien Trung - TN
636316,636317,5.0,5.25,4.8,3.5,4.75,4.25,4.5,6.0,7.0,,13.25,14.0,15.75,15.05,13.3,31, Quang Binh,Mien Trung - TN
636320,636321,5.0,4.25,3.8,4.25,3.5,5.0,4.0,5.25,6.25,,12.75,13.5,13.5,13.05,13.05,31, Quang Binh,Mien Trung - TN
636338,636339,4.8,5.5,4.2,5.25,4.25,5.5,4.0,5.5,5.0,,14.3,14.55,15.0,14.5,14.25,31, Quang Binh,Mien Trung - TN
636373,636374,2.2,4.5,2.0,3.75,2.75,4.75,4.25,5.5,7.75,,8.7,9.7,14.25,8.7,7.95,31, Quang Binh,Mien Trung - TN
636375,636376,3.6,2.5,1.8,3.25,3.0,2.75,3.25,4.25,4.5,,9.85,9.35,10.0,7.9,8.65,31, Quang Binh,Mien Trung - TN
636377,636378,5.0,4.75,3.6,1.5,2.75,3.75,3.25,5.5,7.0,,9.25,11.5,13.5,13.35,10.1,31, Quang Binh,Mien Trung - TN
636382,636383,4.8,7.75,5.8,3.25,3.25,5.0,4.75,8.25,7.5,,11.3,13.05,20.75,18.35,13.85,31, Quang Binh,Mien Trung - TN
636388,636389,3.4,4.75,3.9335434349801064,2.25,3.25,3.25,3.25,6.25,7.5,,8.9,9.9,14.25,14.2,,31, Quang Binh,Mien Trung - TN
636411,636412,4.8,6.75,3.0,3.75,3.25,2.5,3.25,5.75,8.0,,11.8,10.55,15.75,14.55,11.55,31, Quang Binh,Mien Trung - TN
636490,636491,4.0,4.75,3.4,3.25,2.25,5.0,3.0,5.25,7.25,,9.5,11.25,13.0,12.15,10.65,31, Quang Binh,Mien Trung - TN
636533,636534,3.8,6.25,2.8,4.25,4.0,4.75,3.75,4.25,5.75,,12.05,12.55,14.25,12.85,10.85,31, Quang Binh,Mien Trung - TN
636535,636536,4.8,4.5,2.0,2.0,2.75,3.0,3.5,4.75,6.75,,9.55,10.55,12.75,11.3,8.8,31, Quang Binh,Mien Trung - TN
636536,636537,2.4,5.25,2.8,2.75,3.5,4.0,2.25,7.5,5.5,,8.65,9.9,15.0,10.45,7.95,31, Quang Binh,Mien Trung - TN
636548,636549,2.6,1.25,3.0,3.0,1.25,3.25,3.0,3.0,4.25,,6.85,7.1,7.25,6.85,8.6,31, Quang Binh,Mien Trung - TN
636562,636563,5.6,4.25,3.8,3.25,2.5,4.75,4.75,5.75,7.5,,11.35,12.85,14.75,13.65,12.65,31, Quang Binh,Mien Trung - TN
636564,636565,5.4,7.0,3.8,4.5,1.5,2.25,3.0,6.25,8.5,,11.4,9.15,16.25,16.2,13.7,31, Quang Binh,Mien Trung - TN
636592,636593,5.8,7.0,4.2,2.75,5.25,4.25,4.25,6.0,6.5,,13.8,15.3,17.25,17,12.75,31, Quang Binh,Mien Trung - TN
636597,636598,3.8,6.0,3.0,2.5,3.0,2.25,3.25,6.25,6.5,,9.3,9.05,15.5,12.8,9.3,31, Quang Binh,Mien Trung - TN
636613,636614,2.8,4.5,2.6,2.0,1.5,3.75,2.5,5.75,7.75,,6.3,8.05,12.75,9.9,7.4,31, Quang Binh,Mien Trung - TN
636616,636617,4.4,6.5,3.8,5.0,3.0,4.25,3.0,6.25,8.25,,12.4,11.65,15.75,14.7,13.2,31, Quang Binh,Mien Trung - TN
636627,636628,5.0,6.75,2.6,2.25,3.75,5.0,4.25,7.25,8.75,,11.0,13.75,18.25,14.35,9.85,31, Quang Binh,Mien Trung - TN
636639,636640,5.2,5.5,3.2,4.25,5.0,4.5,3.5,5.5,6.75,,14.45,14.7,14.5,13.9,12.65,31, Quang Binh,Mien Trung - TN
636643,636644,4.8,6.0,3.0,2.75,4.25,5.25,2.25,6.75,8.0,,11.8,14.3,15.0,13.8,10.55,31, Quang Binh,Mien Trung - TN
636678,636679,5.8,6.0,2.8,5.75,4.75,5.25,2.75,5.25,7.5,,16.3,15.8,14.0,14.6,14.35,31, Quang Binh,Mien Trung - TN
636679,636680,4.8,5.75,4.0,3.0,2.0,4.5,3.75,5.5,6.25,,9.8,11.3,15.0,14.55,11.8,31, Quang Binh,Mien Trung - TN
636683,636684,7.6,7.0,3.2,3.75,3.25,5.0,3.25,6.5,6.25,,14.6,15.85,16.75,17.8,14.55,31, Quang Binh,Mien Trung - TN
636684,636685,3.2,5.5,3.8,3.0,3.25,3.75,4.5,5.25,7.25,,9.45,10.2,15.25,12.5,10.0,31, Quang Binh,Mien Trung - TN
636692,636693,4.6,4.5,4.2,3.75,3.5,4.0,3.75,8.25,7.5,,11.85,12.1,16.5,13.3,12.55,31, Quang Binh,Mien Trung - TN
636734,636735,6.0,5.75,5.2,4.75,3.5,4.0,4.75,7.25,5.5,,14.25,13.5,17.75,16.95,15.95,31, Quang Binh,Mien Trung - TN
636737,636738,6.2,4.25,3.0,4.5,4.25,3.5,3.25,6.0,7.75,,14.95,13.95,13.5,13.45,13.7,31, Quang Binh,Mien Trung - TN
636784,636785,5.0,6.25,4.6,4.75,3.75,4.75,5.0,6.5,7.75,,13.5,13.5,17.75,15.85,14.35,31, Quang Binh,Mien Trung - TN
636785,636786,5.0,7.5,3.8,2.75,4.75,2.75,5.0,5.75,7.0,,12.5,12.5,18.25,16.3,11.55,31, Quang Binh,Mien Trung - TN
636817,636818,4.0,5.0,2.8,4.0,3.0,5.25,2.75,7.0,8.5,,11.0,12.25,14.75,11.8,10.8,31, Quang Binh,Mien Trung - TN
636870,636871,1.4,4.0,2.8,2.75,3.25,3.5,2.25,4.25,,,7.4,8.15,10.5,8.2,6.95,31, Quang Binh,Mien Trung - TN
636904,636905,5.0,5.25,3.2,4.0,3.0,2.25,4.0,5.5,7.0,,12.0,10.25,14.75,13.45,12.2,31, Quang Binh,Mien Trung - TN
637015,637016,6.8,3.5,3.0,8.5,6.0,4.0,3.25,5.0,6.75,,21.3,16.8,11.75,13.3,18.3,31, Quang Binh,Mien Trung - TN
637078,637079,6.8,5.0,8.0,5.75,3.25,4.25,2.5,6.0,5.75,,15.8,14.3,13.5,19.8,20.55,31, Quang Binh,Mien Trung - TN
637125,637126,3.2,3.75,3.2,3.5,4.75,2.25,2.5,4.0,6.0,,11.45,10.2,10.25,10.15,9.9,31, Quang Binh,Mien Trung - TN
637182,637183,5.0,5.0,4.6,4.75,5.25,2.75,2.25,3.5,7.0,,15.0,13.0,10.75,14.6,14.35,31, Quang Binh,Mien Trung - TN
637183,637184,5.8,4.25,3.4,5.25,5.75,2.0,2.75,4.25,5.5,,16.8,13.55,11.25,13.45,14.45,31, Quang Binh,Mien Trung - TN
637270,637271,4.4,7.5,2.8,3.25,4.5,3.25,3.5,4.5,8.25,,12.15,12.15,15.5,14.7,10.45,31, Quang Binh,Mien Trung - TN
637299,637300,5.4,5.5,4.2,6.75,5.25,4.0,2.75,6.5,6.0,,17.4,14.65,14.75,15.1,16.35,31, Quang Binh,Mien Trung - TN
637306,637307,6.4,6.0,4.2,3.25,5.0,3.75,3.0,7.25,5.75,,14.65,15.15,16.25,16.6,13.85,31, Quang Binh,Mien Trung - TN
637328,637329,4.2,4.0,4.8,4.25,4.25,3.5,4.0,5.75,6.25,,12.7,11.95,13.75,13,13.25,31, Quang Binh,Mien Trung - TN
637329,637330,5.4,5.75,3.0,5.0,6.5,2.25,4.0,6.0,7.75,,16.9,14.15,15.75,14.15,13.4,31, Quang Binh,Mien Trung - TN
637466,637467,4.6,5.0,3.2,3.25,3.0,5.0,3.25,5.5,6.75,,10.85,12.6,13.75,12.8,11.05,31, Quang Binh,Mien Trung - TN
637467,637468,4.0,3.0,3.2,1.75,3.0,2.75,3.25,4.0,6.5,,8.75,9.75,10.25,10.2,8.95,31, Quang Binh,Mien Trung - TN
637473,637474,5.6,5.5,5.4,2.5,3.5,2.25,3.5,5.0,6.5,,11.6,11.35,14.0,16.5,13.5,31, Quang Binh,Mien Trung - TN
637474,637475,4.0,3.5,2.2,3.25,4.0,3.0,3.0,4.75,4.5,,11.25,11.0,11.25,9.7,9.45,31, Quang Binh,Mien Trung - TN
637475,637476,6.2,5.75,6.2,5.25,5.25,6.5,6.25,7.5,8.0,,16.7,17.95,19.5,18.15,17.65,31, Quang Binh,Mien Trung - TN
637476,637477,5.0,4.0,4.6,3.25,1.75,2.25,2.25,3.0,7.75,,10.0,9.0,9.25,13.6,12.85,31, Quang Binh,Mien Trung - TN
637477,637478,6.0,6.75,4.6,5.0,5.0,4.75,4.25,5.25,8.25,,16.0,15.75,16.25,17.35,15.6,31, Quang Binh,Mien Trung - TN
637487,637488,5.6,5.25,3.0,2.25,2.75,4.0,3.5,5.0,7.0,,10.6,12.35,13.75,13.85,10.85,31, Quang Binh,Mien Trung - TN
637521,637522,4.2,6.5,3.2,4.75,5.75,1.75,5.5,5.75,8.5,,14.7,11.7,17.75,13.9,12.15,31, Quang Binh,Mien Trung - TN
637523,637524,2.8,3.75,2.8,4.0,4.5,2.0,3.25,3.75,6.25,,11.3,9.3,10.75,9.35,9.6,31, Quang Binh,Mien Trung - TN
637567,637568,1.8,3.25,2.4,2.75,3.5,3.0,3.0,2.75,6.0,,8.05,8.3,9.0,7.45,6.95,31, Quang Binh,Mien Trung - TN
637581,637582,4.8,6.5,4.2,5.0,4.75,4.0,4.5,3.75,8.75,,14.55,13.55,14.75,15.5,14.0,31, Quang Binh,Mien Trung - TN
637663,637664,4.8,5.75,2.8,3.25,5.5,4.25,3.25,5.5,7.75,,13.55,14.55,14.5,13.35,10.85,31, Quang Binh,Mien Trung - TN
637664,637665,6.2,4.5,2.8,4.5,3.0,3.5,4.75,5.75,7.0,,13.7,12.7,15.0,13.5,13.5,31, Quang Binh,Mien Trung - TN
637665,637666,3.6,5.75,2.4,3.25,4.25,4.0,5.5,5.5,6.75,,11.1,11.85,16.75,11.75,9.25,31, Quang Binh,Mien Trung - TN
637666,637667,4.6,4.5,2.6,4.25,3.25,2.75,2.5,5.75,5.5,,12.1,10.6,12.75,11.7,11.45,31, Quang Binh,Mien Trung - TN
637670,637671,4.0,6.0,2.4,3.0,4.25,3.75,4.5,5.0,5.0,,11.25,12.0,15.5,12.4,9.4,31, Quang Binh,Mien Trung - TN
637671,637672,2.2,5.25,3.4,2.5,3.0,2.5,4.0,4.0,7.25,,7.7,7.7,13.25,10.85,8.1,31, Quang Binh,Mien Trung - TN
637673,637674,4.6,3.5,3.4,3.25,3.5,3.75,2.75,6.25,6.5,,11.35,11.85,12.5,11.5,11.25,31, Quang Binh,Mien Trung - TN
637676,637677,3.8,4.5,2.6,3.25,5.0,3.75,2.75,3.5,7.0,,12.05,12.55,10.75,10.9,9.65,31, Quang Binh,Mien Trung - TN
637678,637679,4.2,6.5,3.0,3.5,4.5,5.0,3.5,6.0,6.5,,12.2,13.7,16.0,13.7,10.7,31, Quang Binh,Mien Trung - TN
637708,637709,5.4,5.5,3.0,3.25,4.0,2.75,3.0,6.0,7.5,,12.65,12.15,14.5,13.9,11.65,31, Quang Binh,Mien Trung - TN
637761,637762,5.2,5.25,3.8,2.75,2.25,4.25,4.75,5.5,5.5,,10.2,11.7,15.5,14.25,11.75,31, Quang Binh,Mien Trung - TN
637889,637890,7.0,6.75,4.8,4.0,4.25,3.75,4.75,6.5,7.5,,15.25,15.0,18.0,18.55,15.8,31, Quang Binh,Mien Trung - TN
